joy,joy,a feeling of great happiness or pleasure,आनंद,महान खुशी या खुशी की भावना,आनंद,महान आनंद किंवा आनंदाची भावना,,,,,,,,,,,,,Same
judge,judge,a person who presides over a court of law or makes a decision about something,न्यायाधीश,एक व्यक्ति जो कानून की अदालत की अध्यक्षता करता है या किसी चीज के बारे में निर्णय लेता है,न्यायाधीश,एखादी व्यक्ती जी कायद्याच्या कोर्टाचे अध्यक्ष आहे किंवा एखाद्या गोष्टीबद्दल निर्णय घेते,,,,,,,,,,,,,Same
judgement,judgement,an opinion or conclusion about something,प्रलय,किसी चीज़ के बारे में एक राय या निष्कर्ष,निर्णय,एखाद्या गोष्टीबद्दल मत किंवा निष्कर्ष,,,,,,,,,,,,,Same
juice,juice,a liquid extracted from fruits or vegetables,रस,फलों या सब्जियों से निकाला गया तरल,रस,फळे किंवा भाज्यांमधून काढलेला एक द्रव,,,,,,,,,,,,,Same
July,July,the seventh month of the year,जुलाई,साल का सातवां महिना,जुलै,वर्षाचा सातवा महिना,,,,,,,,,,,,,Same
jump,jump,to move quickly off the ground or a surface by pushing with one's legs,कूदना,किसी के पैरों के साथ धक्का देकर जमीन या सतह से जल्दी से आगे बढ़ने के लिए,उडी,एखाद्याच्या पायांवर ढकलून जमिनीवर किंवा पृष्ठभागावर द्रुतपणे हलविणे,,,,,,,,,,,,,Same
June,June,the sixth month of the year,जून,वर्ष का छठा महीना,जून,वर्षाचा सहावा महिना,,,,,,,,,,,,,Same
junior,junior,"lower in rank or status, or a term used to refer to a younger person",कनिष्ठ,"रैंक या स्थिति में कम, या एक शब्द का उपयोग एक छोटे व्यक्ति को संदर्भित करने के लिए किया जाता है",कनिष्ठ,रँक किंवा स्थितीत कमी किंवा तरुण व्यक्तीचा संदर्भ घेण्यासाठी वापरलेला संज्ञा,,,,,,,,,,,,,Same
just,just,based on or behaving according to what is morally right and fair,अभी,नैतिक रूप से सही और निष्पक्ष है के अनुसार या व्यवहार करने के आधार पर,फक्त,नैतिकदृष्ट्या योग्य आणि निष्पक्ष असलेल्या गोष्टींवर आधारित किंवा वर्तन,,,,,,,,,,,,,Same
justice,justice,the quality of being fair and reasonable,न्याय,निष्पक्ष और उचित होने की गुणवत्ता,न्याय,योग्य आणि वाजवी असण्याची गुणवत्ता,,,,,,,,,,,,,Same
justify,justify,to show or prove something to be right or reasonable,न्यायोचित ठहराना,सही या उचित होने के लिए कुछ दिखाने या साबित करने के लिए,औचित्य सिद्ध करा,काहीतरी योग्य किंवा वाजवी असल्याचे दर्शविणे किंवा सिद्ध करणे,,,,,,,,,,,,,Same
keen,keen,having or showing eagerness or enthusiasm,उत्सुक,उत्सुकता या उत्साह दिखाना,कीन,उत्सुकता किंवा उत्साह असणे किंवा दर्शवित आहे,,,,,,,,,,,,,Same
keep,keep,to have or retain possession of something,रखना,किसी चीज़ पर कब्जा करना या बनाए रखना,ठेवा,एखाद्या वस्तूचा ताबा घेणे,,,,,,,,,,,,,Same
key,key,a small metal object used to open or lock something,चाबी,एक छोटी धातु की वस्तु का उपयोग किसी चीज को खोलने या लॉक करने के लिए किया जाता है,की,काहीतरी उघडण्यासाठी किंवा लॉक करण्यासाठी वापरली जाणारी एक लहान धातूची वस्तू,,,,,,,,,,,,,Same
keyboard,keyboard,a set of keys on a musical instrument or computer,कीबोर्ड,एक संगीत वाद्ययंत्र या कंप्यूटर पर कुंजी का एक सेट,कीबोर्ड,वाद्य वाद्य किंवा संगणकावरील कीचा एक संच,,,,,,,,,,,,,Same
kick,kick,to strike something with one's foot,लात मारना,किसी के पैर के साथ कुछ हड़ताल करने के लिए,किक,एखाद्याच्या पायावर काहीतरी मारहाण करणे,,,,,,,,,,,,,Same
kid,kid,a child or young goat,बच्चा,एक बच्चा या युवा बकरी,मुला,एक मूल किंवा तरुण बकरी,,,,,,,,,,,,,Same
kill,kill,to cause the death of someone or something,मारना,किसी या किसी चीज की मृत्यु का कारण,मार,एखाद्याचा किंवा कशाचा मृत्यू होऊ शकतो,,,,,,,,,,,,,Same
killing,killing,the act of causing the death of someone or something,मारना,किसी या किसी चीज की मृत्यु का कारण बनने का कार्य,हत्या,एखाद्याचा मृत्यू किंवा एखाद्या गोष्टीचा मृत्यू होतो,,,,,,,,,,,,,Same
kilometre,kilometre,a unit of measurement equal to 1000 meters,किलोमीटर,1000 मीटर के बराबर माप की एक इकाई,किलोमीटर,1000 मीटर इतके मोजमाप एकक,,,,,,,,,,,,,Same
kind (type),kind (type),a particular type or category of something,दयालु प्रकार का),एक विशेष प्रकार या किसी चीज़ की श्रेणी,प्रकार (प्रकार),विशिष्ट प्रकार किंवा एखाद्या गोष्टीचा प्रकार,,,,,,,,,,,,,Same
kind (caring),kind (caring),"having or showing a friendly, generous, and considerate nature",दयालु (देखभाल),"एक दोस्ताना, उदार और विचारशील प्रकृति को दिखाना या दिखाना",दयाळू (काळजी घेणे),"एक मैत्रीपूर्ण, उदार आणि विचारशील स्वभाव असणे किंवा दर्शवित आहे",,,,,,,,,,,,,Same
king,king,a male monarch or ruler of a kingdom,राजा,एक राज्य का एक पुरुष सम्राट या शासक,राजा,एक नर राजा किंवा राज्याचा शासक,,,,,,,,,,,,,Same
kiss,kiss,to touch with the lips as a sign of affection or greeting,चुंबन,स्नेह या ग्रीटिंग के संकेत के रूप में होंठों को छूने के लिए,चुंबन,ओठांना आपुलकीचे किंवा अभिवादनाचे चिन्ह म्हणून स्पर्श करणे,,,,,,,,,,,,,Same
kitchen,kitchen,a room or area where food is prepared and cooked,रसोईघर,एक कमरा या क्षेत्र जहां भोजन तैयार और पकाया जाता है,स्वयंपाकघर,एक खोली किंवा क्षेत्र जेथे अन्न तयार आणि शिजवले जाते,,,,,,,,,,,,,Same
knee,knee,the joint between the thigh and lower leg in humans,घुटना,मनुष्यों में जांघ और निचले पैर के बीच का जोड़,गुडघा,मानवांमध्ये मांडी आणि खालच्या पाय दरम्यान संयुक्त,,,,,,,,,,,,,Same
knife,knife,a cutting tool with a sharp blade and handle,चाकू,एक तेज ब्लेड और हैंडल के साथ एक कटिंग टूल,चाकू,तीक्ष्ण ब्लेड आणि हँडल असलेले एक कटिंग टूल,,,,,,,,,,,,,Same
knock,knock,to strike a surface with a sharp blow,दस्तक,एक तेज झटका के साथ एक सतह पर प्रहार करने के लिए,ठोठावले,ढवळणे,,,,,,,,,,,,,Same
know,know,to have information or knowledge about something,जानना,किसी चीज़ के बारे में जानकारी या ज्ञान होना,माहित आहे,एखाद्या गोष्टीबद्दल माहिती किंवा ज्ञान असणे,,,,,,,,,,,,,Same
knowledge,Knowledge,"Information, understanding, or skills acquired through education or experience",ज्ञान,"शिक्षा या अनुभव के माध्यम से प्राप्त जानकारी, समझ, या कौशल",ज्ञान,"शिक्षण किंवा अनुभवाद्वारे प्राप्त केलेली माहिती, समज किंवा कौशल्ये",,,,,,,,,,,,,Same
lab,Lab,"Short for laboratory, a place where scientific experiments and research are conducted",प्रयोगशाला,"प्रयोगशाला के लिए लघु, एक ऐसी जगह जहां वैज्ञानिक प्रयोग और अनुसंधान आयोजित किए जाते हैं",लॅब,"प्रयोगशाळेसाठी लहान, अशी जागा जिथे वैज्ञानिक प्रयोग आणि संशोधन केले जाते",,,,,,,,,,,,,Same
label,Label,"A piece of paper or material attached to an object, indicating its contents, owner, or destination",लेबल,"किसी वस्तु से जुड़ी कागज या सामग्री का एक टुकड़ा, इसकी सामग्री, स्वामी या गंतव्य को दर्शाता है",लेबल,"एखाद्या वस्तूशी जोडलेला कागदाचा किंवा सामग्रीचा तुकडा, त्यातील सामग्री, मालक किंवा गंतव्यस्थान दर्शवितो",,,,,,,,,,,,,Same
laboratory,Laboratory,"A facility equipped for scientific research, experimentation, and analysis",प्रयोगशाला,"वैज्ञानिक अनुसंधान, प्रयोग और विश्लेषण के लिए सुसज्जित एक सुविधा",प्रयोगशाळा,"वैज्ञानिक संशोधन, प्रयोग आणि विश्लेषणासाठी सुसज्ज सुविधा",,,,,,,,,,,,,Same
labour,Labour,"Work, especially physical work done for wages",श्रम,"काम, विशेष रूप से मजदूरी के लिए किया गया शारीरिक काम",श्रम,"काम, विशेषत: मजुरीसाठी केलेले शारीरिक काम",,,,,,,,,,,,,Same
lack,Lack,The state of being without or not having enough of something,कमी,बिना किसी चीज़ के होने या नहीं होने की स्थिति,कमतरता,पुरेसे काहीतरी नसलेले किंवा नसण्याची स्थिती,,,,,,,,,,,,,Same
lady,Lady,A woman of good social standing or refined manners,महिला,अच्छे सामाजिक खड़े या परिष्कृत शिष्टाचार की एक महिला,लेडी,चांगली सामाजिक स्थिती किंवा परिष्कृत शिष्टाचारांची स्त्री,,,,,,,,,,,,,Same
lake,Lake,A large body of water surrounded by land,झील,जमीन से घिरे पानी का एक बड़ा शरीर,लेक,जमिनीने वेढलेले पाणी एक मोठे शरीर,,,,,,,,,,,,,Same
lamp,Lamp,"A device that provides light, usually using electricity",चिराग,"एक उपकरण जो प्रकाश प्रदान करता है, आमतौर पर बिजली का उपयोग करना",दिवा,"एक डिव्हाइस जे प्रकाश प्रदान करते, सहसा विजेचा वापर करते",,,,,,,,,,,,,Same
land,Land,"The solid surface of the earth, not covered by water",भूमि,"पृथ्वी की ठोस सतह, पानी से ढंका नहीं",जमीन,पाण्याने झाकलेले नाही पृथ्वीची घन पृष्ठभाग,,,,,,,,,,,,,Same
landscape,Landscape,"The visible features of an area of land, often considered in terms of their aesthetic appeal",परिदृश्य,"भूमि के एक क्षेत्र की दृश्यमान विशेषताएं, जिन्हें अक्सर उनकी सौंदर्य अपील के संदर्भ में माना जाता है",लँडस्केप,"जमिनीच्या क्षेत्राची दृश्यमान वैशिष्ट्ये, बहुतेकदा त्यांच्या सौंदर्याचा अपीलच्या दृष्टीने विचारात घेतल्या जातात",,,,,,,,,,,,,Same
language,Language,A system of communication used by a particular country or community,भाषा,किसी विशेष देश या समुदाय द्वारा उपयोग की जाने वाली संचार की एक प्रणाली,इंग्रजी,विशिष्ट देश किंवा समुदायाद्वारे वापरलेली संप्रेषण प्रणाली,,,,,,,,,,,,,Same
laptop,Laptop,A portable computer that is small enough to be carried around easily,लैपटॉप,एक पोर्टेबल कंप्यूटर जो आसानी से चारों ओर ले जाने के लिए काफी छोटा है,लॅपटॉप,एक पोर्टेबल संगणक जो सहजपणे फिरण्यासाठी पुरेसे लहान आहे,,,,,,,,,,,,,Same
large,Large,"Of considerable size, extent, or capacity",बड़ा,"काफी आकार, सीमा या क्षमता का",मोठा,"सिंहाचा आकार, व्याप्ती किंवा क्षमता",,,,,,,,,,,,,Same
largely,Largely,"Mostly, mainly, or to a great extent",मोटे तौर पर,"ज्यादातर, मुख्य रूप से, या एक हद तक",मोठ्या प्रमाणात,"मुख्यतः, मुख्यतः किंवा बर्‍याच प्रमाणात",,,,,,,,,,,,,Same
last1 (final),Last (final),"Coming after all others, concluding or final",अंतिम (अंतिम),"अन्य सभी के बाद आ रहा है, समापन या अंतिम",शेवटचा (अंतिम),"इतर सर्व नंतर येत आहे, समारोप किंवा अंतिम",,,,,,,,,,,,,Different
last1 (taking time),Last (taking time),Continuing for a specified period of time,अंतिम (समय लेना),समय की एक निर्दिष्ट अवधि के लिए जारी है,शेवटचा (वेळ घेत),निर्दिष्ट कालावधीसाठी सुरू ठेवा,,,,,,,,,,,,,Different
late,Late,Happening or arriving after the expected or usual time,देर,अपेक्षित या सामान्य समय के बाद हो रहा है या आगमन,उशीरा,अपेक्षित किंवा नेहमीच्या वेळेनंतर घडत किंवा आगमन,,,,,,,,,,,,,Same
later,Later,"At a time in the future, after the present or immediate time",बाद में,"भविष्य में एक समय में, वर्तमान या तत्काल समय के बाद",नंतर,"भविष्यात अशा वेळी, सध्याच्या किंवा त्वरित नंतर",,,,,,,,,,,,,Same
latest,Latest,Most recent or newest,नवीनतम,सबसे हाल ही में या नवीनतम,नवीनतम,सर्वात अलीकडील किंवा नवीनतम,,,,,,,,,,,,,Same
laugh,Laugh,To make sounds and express happiness or amusement,हँसना,ध्वनियों और खुशी या मनोरंजन को व्यक्त करने के लिए,हसणे,आवाज करणे आणि आनंद किंवा करमणूक व्यक्त करणे,,,,,,,,,,,,,Same
laughter,Laughter,The action or sound of laughing,हँसी,हंसने की कार्रवाई या आवाज,हशा,हसण्याची क्रिया किंवा आवाज,,,,,,,,,,,,,Same
launch,Launch,"To set in motion, to start or begin",शुरू करना,"गति में सेट करना, शुरू करना या शुरू करना",लॉन्च,चालू ठेवण्यासाठी किंवा सुरू करण्यासाठी किंवा सुरू करण्यासाठी,,,,,,,,,,,,,Same
law,Law,A system of rules and regulations enforced by a government or other authority,कानून,एक सरकार या अन्य प्राधिकरण द्वारा लागू नियमों और विनियमों की एक प्रणाली,कायदा,सरकार किंवा इतर प्राधिकरणाद्वारे अंमलात आणलेली नियम व नियमांची व्यवस्था,,,,,,,,,,,,,Same
lawyer,Lawyer,"A person who practices or studies law, usually as an advocate or counselor",वकील,"एक व्यक्ति जो कानून का अभ्यास या अध्ययन करता है, आमतौर पर एक वकील या परामर्शदाता के रूप में",वकील,"एखादी व्यक्ती जो कायद्याचा अभ्यास करतो किंवा अभ्यास करतो, सहसा वकील किंवा सल्लागार म्हणून",,,,,,,,,,,,,Same
lay,Lay,To place something down in a horizontal or flat position,धूल में मिलना,एक क्षैतिज या सपाट स्थिति में कुछ नीचे रखने के लिए,ले,क्षैतिज किंवा सपाट स्थितीत काहीतरी खाली ठेवणे,,,,,,,,,,,,,Same
layer,Layer,"A sheet, quantity, or thickness of material, typically one of several, covering a surface or body",परत,"एक शीट, मात्रा, या सामग्री की मोटाई, आमतौर पर कई में से एक, एक सतह या शरीर को कवर करना",थर,"एक पत्रक, प्रमाण किंवा सामग्रीची जाडी, सामान्यत: एक, पृष्ठभाग किंवा शरीरावर झाकून ठेवते",,,,,,,,,,,,,Same
lazy,Lazy,"Disinclined to work or use energy, characterized by a lack of effort or activity",आलसी,"काम करने या ऊर्जा का उपयोग करने के लिए विघटित, प्रयास या गतिविधि की कमी की विशेषता है",आळशी,प्रयत्न किंवा क्रियाकलापांच्या कमतरतेमुळे वैशिष्ट्यीकृत ऊर्जा वापरण्यासाठी किंवा वापरण्यासाठी विवादित,,,,,,,,,,,,,Same
lead1,Lead (verb),To guide or direct someone or something to a destination or outcome,सीसा (क्रिया),किसी गंतव्य या परिणाम के लिए किसी को या किसी चीज़ को निर्देशित करने या निर्देशित करने के लिए,शिसे (क्रियापद),एखाद्यास किंवा एखाद्या गंतव्यस्थानाकडे किंवा निकालाकडे मार्गदर्शन करणे किंवा निर्देशित करणे,,,,,,,,,,,,,Different
leader,Leader,"A person who leads or commands a group, organization, or country",नेता,"एक व्यक्ति जो किसी समूह, संगठन या देश का नेतृत्व या आदेश देता है",नेता,"एखादा गट, संस्था किंवा देशाचे नेतृत्व करतो किंवा आज्ञा देतो",,,,,,,,,,,,,Same
leadership,Leadership,"The ability to lead or guide others, or the position of being a leader",नेतृत्व,"दूसरों का नेतृत्व करने या मार्गदर्शन करने की क्षमता, या एक नेता होने की स्थिति",नेतृत्व,इतरांना नेतृत्व करण्याची किंवा मार्गदर्शन करण्याची क्षमता किंवा नेता होण्याचे स्थान,,,,,,,,,,,,,Same
leading,Leading,"Occupying the foremost position, most important or influential",प्रमुख,सबसे महत्वपूर्ण या प्रभावशाली स्थिति पर कब्जा करना,अग्रगण्य,सर्वात महत्त्वाचे किंवा प्रभावशाली स्थिती व्यापत आहे,,,,,,,,,,,,,Same
leaf,Leaf,A flattened structure of a plant that is responsible for photosynthesis,पत्ता,एक पौधे की एक चपटा संरचना जो प्रकाश संश्लेषण के लिए जिम्मेदार है,पान,प्रकाश संश्लेषणासाठी जबाबदार असलेल्या वनस्पतीची सपाट रचना,,,,,,,,,,,,,Same
league,League,A group of sports teams or individuals who compete against each other,संघ,खेल टीमों या व्यक्तियों का एक समूह जो एक दूसरे के खिलाफ प्रतिस्पर्धा करते हैं,लीग,क्रीडा संघांचा एक गट किंवा एकमेकांशी स्पर्धा करणार्‍या व्यक्ती,,,,,,,,,,,,,Same
lean,Lean,"To incline or bend in a particular direction, usually indicating a lack of balance or stability",दुबला,"किसी विशेष दिशा में झुकाव या झुकना, आमतौर पर संतुलन या स्थिरता की कमी का संकेत देता है",दुबळा,"एखाद्या विशिष्ट दिशेने झुकणे किंवा वाकणे, सामान्यत: शिल्लक किंवा स्थिरतेचा अभाव दर्शवितो",,,,,,,,,,,,,Same
learn,Learn,To acquire knowledge or skill,सीखना,ज्ञान या कौशल प्राप्त करने के लिए,शिका,ज्ञान किंवा कौशल्य प्राप्त करणे,,,,,,,,,,,,,Same
learning,Learning,The process of acquiring knowledge or skill,सीखना,ज्ञान या कौशल प्राप्त करने की प्रक्रिया,शिकणे,ज्ञान किंवा कौशल्य प्राप्त करण्याची प्रक्रिया,,,,,,,,,,,,,Same
least,Least,"Smallest in amount, extent, or degree",कम से कम,"राशि, सीमा, या डिग्री में सबसे छोटा",किमान,"सर्वात लहान रक्कम, व्याप्ती किंवा पदवी",,,,,,,,,,,,,Same
leather,Leather,Material made from the skin of an animal,चमड़ा,एक जानवर की त्वचा से बना सामग्री,लेदर,प्राण्यांच्या त्वचेपासून बनविलेले साहित्य,,,,,,,,,,,,,Same
leave,Leave,To go away from or exit a place or situation,छुट्टी,किसी जगह या स्थिति से दूर जाने या बाहर जाने के लिए,सोडा,एखाद्या ठिकाणी किंवा परिस्थितीतून दूर जाणे,,,,,,,,,,,,,Same
lecture,Lecture,An educational talk or speech,भाषण,एक शैक्षिक बात या भाषण,व्याख्यान,एक शैक्षणिक चर्चा किंवा भाषण,,,,,,,,,,,,,Same
left,Left,The opposite of right or the side of the body,बाएं,शरीर के दाईं ओर या किनारे के विपरीत,डावे,उजवीकडे किंवा शरीराच्या बाजूच्या उलट,,,,,,,,,,,,,Same
leg,Leg,The limb of an animal or human that supports them,टांग,एक जानवर या मानव का अंग जो उनका समर्थन करता है,पाय,त्यांना आधार देणारी प्राणी किंवा मानवी अंग,,,,,,,,,,,,,Same
legal,Legal,Relating to the law or permitted by the law,कानूनी,कानून से संबंधित या कानून द्वारा अनुमत,कायदेशीर,कायद्याशी संबंधित किंवा कायद्याद्वारे परवानगी,,,,,,,,,,,,,Same
leisure,Leisure,Free time or the opportunity to relax,आराम,खाली समय या आराम करने का अवसर,विश्रांती,मोकळा वेळ किंवा आराम करण्याची संधी,,,,,,,,,,,,,Same
lemon,Lemon,A yellow citrus fruit with acidic juice,नींबू,अम्लीय रस के साथ एक पीला साइट्रस फल,लिंबू,अम्लीय रस सह पिवळ्या लिंबूवर्गीय फळ,,,,,,,,,,,,,Same
lend,Lend,To give something to someone for a temporary use,उधार देना,अस्थायी उपयोग के लिए किसी को कुछ देने के लिए,कर्ज,तात्पुरत्या वापरासाठी एखाद्याला काहीतरी देणे,,,,,,,,,,,,,Same
length,Length,The measurement of something from end to end,लंबाई,अंत से अंत तक किसी चीज़ की माप,लांबी,शेवटपासून शेवटच्या गोष्टीचे मोजमाप,,,,,,,,,,,,,Same
less,Less,Not as much as or to a smaller degree than,कम,की तुलना में या छोटी डिग्री के रूप में ज्यादा नहीं,कमी,त्यापेक्षा कमी प्रमाणात किंवा कमी प्रमाणात नाही,,,,,,,,,,,,,Same
lesson,Lesson,An educational class or a moral taught by an event,पाठ,एक शैक्षिक वर्ग या एक घटना द्वारा सिखाया गया एक नैतिक,धडा,शैक्षणिक वर्ग किंवा एखाद्या कार्यक्रमाद्वारे शिकलेला नैतिक,,,,,,,,,,,,,Same
let,Let,To allow or permit something to happen,होने देना,कुछ होने की अनुमति देने या अनुमति देने के लिए,चला,काहीतरी घडण्याची परवानगी किंवा परवानगी,,,,,,,,,,,,,Same
letter,Letter,A written or printed communication,पत्र,एक लिखित या मुद्रित संचार,पत्र,एक लेखी किंवा मुद्रित संप्रेषण,,,,,,,,,,,,,Same
level,Level,The position of something relative to a surface,स्तर,एक सतह के सापेक्ष किसी चीज़ की स्थिति,स्तर,पृष्ठभागाशी संबंधित असलेल्या गोष्टीची स्थिती,,,,,,,,,,,,,Same
library,Library,A collection of books or other materials,पुस्तकालय,पुस्तकों या अन्य सामग्रियों का एक संग्रह,लायब्ररी,पुस्तके किंवा इतर सामग्रीचा संग्रह,,,,,,,,,,,,,Same
licence,Licence,A permit or official authorization to do something,लाइसेंस,कुछ करने के लिए एक परमिट या आधिकारिक प्राधिकरण,परवाना,काहीतरी करण्यासाठी परवानगी किंवा अधिकृत अधिकृतता,,,,,,,,,,,,,Same
lie1,Lie1,To recline or be situated in a horizontal position,Lie1,एक क्षैतिज स्थिति में पुनरावृत्ति या स्थित होना,Lie1,क्षैतिज स्थितीत बसणे,,,,,,,,,,,,,Same
lie2 (tell a lie),Lie2,To intentionally make a false statement,Li2,जानबूझकर एक गलत बयान देने के लिए,Lie2,हेतुपुरस्सर चुकीचे विधान करणे,,,,,,,,,,,,,Different
life,Life,The quality that distinguishes living things,ज़िंदगी,वह गुणवत्ता जो जीवित चीजों को अलग करती है,जीवन,सजीव वस्तूंमध्ये फरक करणारी गुणवत्ता,,,,,,,,,,,,,Same
lifestyle,Lifestyle,The way in which a person lives their life,जीवन शैली,जिस तरह से एक व्यक्ति अपने जीवन को जीता है,जीवनशैली,ज्या प्रकारे एखादी व्यक्ती आपले जीवन जगते,,,,,,,,,,,,,Same
lift,Lift,To move something upward or raise someone up,उठाना,कुछ ऊपर की ओर ले जाने या किसी को ऊपर उठाने के लिए,लिफ्ट,काहीतरी वरच्या बाजूस हलविणे किंवा एखाद्यास वाढविणे,,,,,,,,,,,,,Same
light (from the sun/a lamp),Light1,The natural agent that stimulates sight,Light1,प्राकृतिक एजेंट जो दृष्टि को उत्तेजित करता है,लाइट 1,दृष्टी उत्तेजित करणारा नैसर्गिक एजंट,,,,,,,,,,,,,Different
light (not heavy),Light2,Not heavy or having little weight,Light2,भारी या बहुत कम वजन नहीं है,लाइट 2,जड नाही किंवा कमी वजन नाही,,,,,,,,,,,,,Different
like (similar),Like1,Similar to or having affinity for,Like1,के समान या आत्मीयता के समान,आवडले 1,सारखेच किंवा प्रेम आहे,,,,,,,,,,,,,Different
like (find sb/sth pleasant),Like2,To find someone or something pleasant,Like2,किसी को या कुछ सुखद खोजने के लिए,आवडले 2,एखाद्यास किंवा काहीतरी आनंददायी शोधण्यासाठी,,,,,,,,,,,,,Different
,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,Same
likely,Likely,Probable or expected to happen,संभावित,संभावित या होने की उम्मीद है,शक्यता,संभाव्य किंवा होण्याची अपेक्षा,,,,,,,,,,,,,Same
limit,Limit,A point beyond which something does not extend,आप LIMIT,एक बिंदु जिसके आगे कुछ का विस्तार नहीं होता है,मर्यादा,एक बिंदू ज्याच्या पलीकडे काहीतरी वाढत नाही,,,,,,,,,,,,,Same
limited,Limited,Restricted or confined within certain limits,सीमित,कुछ सीमाओं के भीतर प्रतिबंधित या सीमित,मर्यादित,विशिष्ट मर्यादेमध्ये प्रतिबंधित किंवा मर्यादित,,,,,,,,,,,,,Same
line,Line,"A long, narrow mark or band",पंक्ति,"एक लंबा, संकीर्ण निशान या बैंड",ओळ,"एक लांब, अरुंद चिन्ह किंवा बँड",,,,,,,,,,,,,Same
link,Link,A connection or relationship between things,जोड़ना,चीजों के बीच एक संबंध या संबंध,दुवा,गोष्टींमधील कनेक्शन किंवा संबंध,,,,,,,,,,,,,Same
lion,Lion,A large carnivorous feline animal,शेर,एक बड़ा मांसाहारी बिल्ली के समान जानवर,सिंह,एक मोठा मांसाहारी फेलिन प्राणी,,,,,,,,,,,,,Same
lip,lip,Either of the two fleshy parts forming the edge of the mouth,ओंठ,या तो मुंह के किनारे बनाने वाले दो मांसल भागों में से,ओठ,तोंडाची काठ तयार करणारे दोन मांसल भागांपैकी एक,,,,,,,,,,,,,Same
liquid,liquid,A substance that flows freely and is not a solid or a gas,तरल,एक पदार्थ जो स्वतंत्र रूप से बहता है और एक ठोस या गैस नहीं है,द्रव,एक पदार्थ जो मुक्तपणे वाहतो आणि घन किंवा गॅस नाही,,,,,,,,,,,,,Same
list,list,A series of items written or printed consecutively,सूची,लिखित या मुद्रित वस्तुओं की एक श्रृंखला लगातार,यादी,सलग लिहिलेल्या किंवा मुद्रित वस्तूंची मालिका,,,,,,,,,,,,,Same
listen,listen,To give attention with the ear; attend closely for the purpose of hearing,सुनना,कान के साथ ध्यान देने के लिए; सुनवाई के उद्देश्य से बारीकी से भाग लें,ऐका,कानात लक्ष देणे; सुनावणीच्या उद्देशाने जवळून जा,,,,,,,,,,,,,Same
listener,listener,"A person who listens, especially attentively",श्रोता,"एक व्यक्ति जो सुनता है, विशेष रूप से ध्यान से",श्रोता,"एक व्यक्ती जो ऐकतो, विशेषत: लक्षपूर्वक",,,,,,,,,,,,,Same
literature,literature,"Written works, especially those considered of superior or lasting artistic merit",साहित्य,"लिखित कार्य, विशेष रूप से उन लोगों को जो श्रेष्ठ या स्थायी कलात्मक योग्यता माना जाता है",साहित्य,"लेखी कामे, विशेषत: उत्कृष्ट किंवा चिरस्थायी कलात्मक गुणवत्तेचे मानले जाणारे",,,,,,,,,,,,,Same
little,little,Small in size or amount,थोड़ा,आकार या राशि में छोटा,थोडे,आकार किंवा रक्कम लहान,,,,,,,,,,,,,Same
live1,live1,To be alive or have life,live1,जीवित होना या जीवन होना,live1,जिवंत असणे किंवा जीवन असणे,,,,,,,,,,,,,Same
live2,live2,To be currently performing or broadcasting,live2,वर्तमान में प्रदर्शन या प्रसारण करना,लाइव्ह 2,सध्याचे परफॉर्मन्स किंवा प्रसारण,,,,,,,,,,,,,Same
lively,lively,Full of life and energy,जीवंत,जीवन और ऊर्जा से भरा हुआ,चैतन्यशील,जीवन आणि उर्जा पूर्ण,,,,,,,,,,,,,Same
living,living,The condition of being alive,जीविका,जीवित होने की स्थिति,जिवंत,जिवंत राहण्याची स्थिती,,,,,,,,,,,,,Same
load,load,A heavy or bulky thing being carried or transported,भार,एक भारी या भारी चीज ले जाया या ले जाया जा रहा है,लोड,एक जड किंवा अवजड वस्तू वाहून नेली जात आहे किंवा वाहतूक केली जात आहे,,,,,,,,,,,,,Same
loan,loan,A sum of money that is borrowed and expected to be paid back with interest,ऋृण,धन की राशि जो उधार ली जाती है और ब्याज के साथ वापस भुगतान किया जाता है,कर्ज,कर्ज घेतले जाते आणि व्याजासह परत देण्याची अपेक्षा केली जाते,,,,,,,,,,,,,Same
local,local,Relating to or applicable to a particular place or area,स्थानीय,किसी विशेष स्थान या क्षेत्र से संबंधित या लागू,स्थानिक,एखाद्या विशिष्ट ठिकाणी किंवा क्षेत्राशी संबंधित किंवा लागू,,,,,,,,,,,,,Same
locate,locate,To find the position of something or someone,का पता लगाने,किसी चीज़ या किसी की स्थिति को खोजने के लिए,शोधून काढणे,एखाद्या गोष्टीची स्थिती शोधण्यासाठी,,,,,,,,,,,,,Same
located,located,Having a position or place,स्थित,एक स्थिति या स्थान होना,स्थित,एक स्थान किंवा ठिकाण आहे,,,,,,,,,,,,,Same
location,location,A particular place or position,जगह,एक विशेष स्थान या स्थिति,स्थान,एक विशिष्ट जागा किंवा स्थिती,,,,,,,,,,,,,Same
lock,lock,A device for fastening or securing something,ताला,किसी चीज को बन्धन या सुरक्षित करने के लिए एक उपकरण,लॉक,काहीतरी फास्टनिंग किंवा सुरक्षित करण्यासाठी एक डिव्हाइस,,,,,,,,,,,,,Same
logical,logical,Reasonable and sensible in a way that is based on facts or sound reasoning,तार्किक,एक तरह से उचित और समझदार जो तथ्यों या ध्वनि तर्क पर आधारित है,तार्किक,तथ्ये किंवा ध्वनी तर्क यावर आधारित अशा प्रकारे वाजवी आणि शहाणा,,,,,,,,,,,,,Same
